text,category
"CenturyLink Lumen Business Broadband DSL Service Ref#33964",Telecommunications & Internet
"Comcast Xfinity Voice Edge VoIP Business Phone Service Xfinity TV Station Public Cable Business Broadband Internet 500Mbps Store #21755",Utilities & Bills
"ConEdison Monthly Electric Utility Power Bill Store #19776",Utilities & Bills
"CenturyLink Lumen SIP Trunking Voice Channel Business Broadband DSL Service Dedicated Fiber Internet Line Receipt #84882",Telecommunications & Internet
"KPMG Statutory Financial Statement Audit Cybersecurity Advisory Services Order #14850",Professional & Legal Services
"CenturyLink Lumen SIP Trunking Voice Channel Dedicated Fiber Internet Line Business Broadband DSL Service #INV-64073",Telecommunications & Internet
"Walgreens Nature Made Multivitamin Softgels Omron Upper Arm Blood Pressure Monitor #INV-25079",Healthcare & Pharmacy
"Quest Diagnostics Lipid Panel Cholesterol Screening Comprehensive Metabolic Panel Bloodwork Thyroid Stimulating Hormone TSH Lab Store #33924",Healthcare & Pharmacy
"Hertz Luxury Convertible Rental Txn ID: 27426",Travel & Transport
"OpenAI ChatGPT Plus Subscription Embeddings API Usage GPT-4o Token Billing Order #59706",Software & Cloud Services
"Adobe Creative Cloud Stock Photos Credit Pack Photoshop Illustrator Acrobat Pro Order #61406",Software & Cloud Services
"Coursera Professional Certificate Course Fee Coursera for Business User License Qty: 1402",Education & Subscriptions
"Stripe Stripe Billing Subscriptions Total: $54854.00",Software & Cloud Services
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Static IP Address Block Monthly Wi-Fi Gateway Equipment Rental Fee #INV-87756",Telecommunications & Internet
"Lincoln Property Co Residential Suite Lease Payment Tenant Utility Submeter Charge ₹67064,000",Real Estate & Rent
"Kaiser Permanente Prescription Copayment Specialty Meds Outpatient Surgical Procedure Facility Receipt #65377",Healthcare & Pharmacy
"Buffalo Wild Wings Boneless Wings Garlic Parm Onion Rings Basket Order #60257",Food & Dining
"DocuSign Envelope Quota Extension Pack Business Pro eSignature Plan Identity Verification API Access Store #4693",Professional & Legal Services
"Wal-Mart Pharmacy Generic Prescription Medication Refill Blood Glucose Monitoring Meter Kit Test Strips Diabetic Care 50 Count Qty: 14488",Healthcare & Pharmacy
"Whole Foods Market Extra Virgin Olive Oil Bottle Fresh Organic Bananas Bunch Organic Whole Milk Gallon Txn ID: 54342",Groceries & Supermarkets
"Live Nation Live Performance Ticket Reservation Concert Merchandise Shirt Music Festival Weekend Pass Total: $45787.00",Entertainment & Events
"Home Depot DeWalt 20V Max Cordless Drill Kit Txn ID: 13393",Maintenance & Repairs
"Best Buy Dell 27 Inch 4K UHD Monitor CyberPower 1500VA Battery UPS Receipt #74495",Office Supplies & Equipment
"City Medical Clinic Diagnostic X-Ray Examination Chest Txn ID: 18887",Healthcare & Pharmacy
"Southern California Edison SCE Solar Net Energy Metering Adjustment Peak Demand Power Charge Commercial Electricity Tariff Usage Receipt #11460",Utilities & Bills
"Heroku Production Dyno Hosting Redis Cache Addon Heroku Postgres Database Total: $36093.00",Software & Cloud Services
"Udemy Python Data Science Masterclass Ref#54182",Education & Subscriptions
"Ticketmaster Concert Ticket Event Admission Stadium Sports Game Pass VIP Reserved Ticket Seat Total: $51972.00",Entertainment & Events
"Pep Boys Front Suspension Strut Replacement Qty: 36221",Maintenance & Repairs
"T-Mobile Mobile Internet Hotspot Data Line Txn ID: 89733",Utilities & Bills
"Harvard Business Review Case Study PDF Download License Total: $13500.00",Education & Subscriptions
"Twilio SMS Voice API Communications SendGrid Email API Pro Order #14729",Software & Cloud Services
"Discount Tire Michelin Defender All-Season Tire 4 Pack Qty: 93111",Maintenance & Repairs
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access Receipt #56862",Education & Subscriptions
"LinkedIn Learning Monthly Unlimited Learning Access Total: $37138.00",Education & Subscriptions
"Coursera Coursera for Business User License Professional Certificate Course Fee Specialization Monthly Subscription Receipt #94649",Education & Subscriptions
"PwC PricewaterhouseCoopers Risk Assurance Advisory Retainer Qty: 2196",Professional & Legal Services
"AutoZone Duralast 12V Automotive Battery Castrol Full Synthetic Motor Oil 5 Qt Total: $92796.00",Maintenance & Repairs
"Coursera Coursera for Business User License Specialization Monthly Subscription Professional Certificate Course Fee Total: $75772.00",Education & Subscriptions
"Labcorp Vitamin D 25-Hydroxy Lab Assessment Hemoglobin A1c Diabetes Blood Test Urinalysis Diagnostic Culture Screen Ref#83359",Healthcare & Pharmacy
"ConEdison Commercial Electric Supply Account Gas Heating Service Electric Usage Monthly Electric Utility Power Bill Qty: 19534",Utilities & Bills
"State Farm Insurance Personal Umbrella Policy Premium Ref#58335",Insurance & Financial Fees
"Sears Auto Center Wheel Alignment 4-Wheel Precision A/C Recharge System Refrigerant Transmission Fluid Service Flush Store #78498",Maintenance & Repairs
"Wal-Mart Pharmacy Generic Prescription Medication Refill Qty: 70347",Healthcare & Pharmacy
"Lincoln Property Co Residential Suite Lease Payment Building Maintenance Fee ₹50232,000",Real Estate & Rent
"Quest Diagnostics Thyroid Stimulating Hormone TSH Lab Total: $9460.00",Healthcare & Pharmacy
"Lowes Craftsman Socket Wrench Tool Set Pipe Wrench Adjustable Plumbing LED Recessed Ceiling Lights 6 Pack Order #42543",Maintenance & Repairs
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Digital News Unlimited Access #INV-49549",Education & Subscriptions
"Lincoln Property Co Tenant Utility Submeter Charge Building Maintenance Fee Ref#58114",Real Estate & Rent
"Cheesecake Factory Avocado Eggrolls #INV-9852",Food & Dining
"DocuSign Business Pro eSignature Plan Identity Verification API Access Envelope Quota Extension Pack ₹50749,000",Professional & Legal Services
"Mailchimp Transactional Email API Credits Automated Customer Journey Builder Standard Email Marketing Plan ₹94774,000",Marketing & Advertising
"Semrush Keyword Rank Tracking Subscription Site Audit Backlink Crawler Guru SEO Competitor Analytics Plan Ref#81418",Marketing & Advertising
"Amazon Basics Printer Paper 5000 Sheets Box Total: $53828.00",Office Supplies & Equipment
"LinkedIn Ads InMail Sponsored Messaging Text Ads Lead Gen Form Submissions Sponsored Content B2B Campaign Total: $89015.00",Marketing & Advertising
"Deloitte Corporate Tax Compliance Advisory Management Consulting Retainer Financial Audit Accounting Services Ref#36779",Professional & Legal Services
"Kroger Supermarket Private Selection Honey Ham Cage Free Grade A Eggs Dozen Shredded Cheddar Cheese 16oz #INV-22245",Groceries & Supermarkets
"Verizon Fios Digital Home Phone Line Total: $17023.00",Telecommunications & Internet
"Bank of America Merchant Processing Monthly Service Fee International Transaction Fee Total: $33737.00",Insurance & Financial Fees
"Mayo Clinic Cardiology Electrocardiogram ECG Test Orthopedic Physical Therapy Evaluation Specialist Consultation Outpatient Visit ₹92828,000",Healthcare & Pharmacy
"Whole Foods Market Organic Whole Milk Gallon Fresh Organic Bananas Bunch Total: $7183.00",Groceries & Supermarkets
"Cloudflare Pro Plan Web Security CDN Total: $42635.00",Software & Cloud Services
"BP Oil Express Car Wash Coffee Snack Shop Auto Diesel Fueling Ref#83684",Travel & Transport
"Amazon Basics Printer Paper 5000 Sheets Box Thermal Laminating Pouches Letter Adjustable Monitor Stand Riser Mesh Txn ID: 32736",Office Supplies & Equipment
"Deloitte Corporate Tax Compliance Advisory Financial Audit Accounting Services Qty: 23124",Professional & Legal Services
"Lyft Lyft XL Airport Express Standard Passenger Ride Lyft Pink Priority Total: $60685.00",Travel & Transport
"Whole Foods Market Fresh Organic Bananas Bunch Artisanal Sourdough Bread Order #76062",Groceries & Supermarkets
"City Water Department Municipal Water Sewage Usage Service Sanitation Waste Management Utility Bill Commercial Water Meter Consumption Ref#53527",Utilities & Bills
"Ace Hardware Gorilla Heavy Duty Construction Adhesive Stanley Measuring Tape 25 Foot #INV-76981",Maintenance & Repairs
"Verizon Fios Fios TV Ultimate HD Channel Package Qty: 67979",Telecommunications & Internet
"Bank of America Merchant Processing Monthly Service Fee International Transaction Fee Corporate Credit Card Annual Fee Ref#95621",Insurance & Financial Fees
"CDW APC Smart-UPS Uninterruptible Power Samsung 1TB NVMe M.2 SSD Cisco Catalyst Managed Switch 24 Port Store #16946",Office Supplies & Equipment
"AMC Theatres Movie Ticket Adult Evening Ref#56962",Entertainment & Events
"CDW Samsung 1TB NVMe M.2 SSD Cisco Catalyst Managed Switch 24 Port Lenovo ThinkPad Docking Station Total: $73582.00",Office Supplies & Equipment
"Trader Joes Everything Bagel Sesame Seasoning Dark Chocolate Peanut Butter Cups Total: $18309.00",Groceries & Supermarkets
"Verizon LTE Mobile Hotspot Data Plan #INV-91752",Utilities & Bills
"CenturyLink Lumen Dedicated Fiber Internet Line Qty: 61367",Telecommunications & Internet
"Whole Foods Market Fresh Organic Bananas Bunch Artisanal Sourdough Bread Ref#48718",Groceries & Supermarkets
"Discount Tire Michelin Defender All-Season Tire 4 Pack Tire Pressure Sensor TPMS Replacement Qty: 91791",Maintenance & Repairs
"CenturyLink Lumen SIP Trunking Voice Channel Order #93274",Telecommunications & Internet
"PG&E Pacific Gas Electric Clean Energy Solar Power Assessment Order #80461",Utilities & Bills
"Harvard Business Review Case Study PDF Download License Executive Leadership Magazine Txn ID: 57979",Education & Subscriptions
"Avis Car Rental Airport Pickup Dropoff Order #637",Travel & Transport
"Clio Legal Practice Management Software Time Tracking Client Billing Portal Total: $73433.00",Professional & Legal Services
"Comcast Xfinity Xfinity TV Station Public Cable Order #27879",Utilities & Bills
"Alaska Airlines In-flight Meal Pack First Class Cabin Seat Nonstop Flight Ticket Receipt #57019",Travel & Transport
"Comcast Business Static IP Address Subnet VoIP Business Voice Lines 5 Seats Business Internet 1 Gig Line #INV-32251",Telecommunications & Internet
"Five Guys Cajun Fries Large Order #74210",Food & Dining
"CBRE Commercial Office Space Monthly Lease Qty: 10398",Real Estate & Rent
"City Water Department Commercial Water Meter Consumption Sanitation Waste Management Utility Bill Ref#38461",Utilities & Bills
"Starbucks Butter Croissant Avocado Toast Caffe Latte ₹21900,000",Food & Dining
"Eventbrite Networking Event Ticket Admission ₹60799,000",Entertainment & Events
"ExxonMobil Synergy Extra Gasoline #INV-13743",Travel & Transport
"Deloitte Corporate Tax Compliance Advisory Management Consulting Retainer Financial Audit Accounting Services ₹26487,000",Professional & Legal Services
"CBRE Commercial Commercial Property Management Charge Office Space Monthly Lease Common Area Maintenance CAM Fee Store #52571",Real Estate & Rent
"Semrush Guru SEO Competitor Analytics Plan Site Audit Backlink Crawler Txn ID: 65515",Marketing & Advertising
"Trader Joes Mandarin Orange Chicken Frozen #INV-83987",Groceries & Supermarkets
"Disney+ Premier Access Movie Rental Annual Premium Streaming Subscription Order #67517",Entertainment & Events
"Dominos Pizza Buffalo Wings 8pc Chocolate Lava Cake Store #14655",Food & Dining
"City Medical Clinic Annual Physical Wellness Examination Receipt #37098",Healthcare & Pharmacy
"Verizon Fios Fios TV Ultimate HD Channel Package Store #91670",Telecommunications & Internet
"Consolidated Water Backflow Preventer Testing Inspection Commercial Fresh Water Supply Consumption Sewer Service Treatment Discharge Order #71421",Utilities & Bills
"CDW Samsung 1TB NVMe M.2 SSD Order #39665",Office Supplies & Equipment
"American Airlines Preferred Seat Selection Basic Economy Roundtrip Domestic Flight Ticket ₹26701,000",Travel & Transport
"BP Oil Express Car Wash Coffee Snack Shop Invigorate Gasoline Total: $30433.00",Travel & Transport
"Hulu No Ads Streaming Subscription Live TV Bundle Disney+ ESPN+ Addon Premium Channel Access Receipt #58889",Entertainment & Events
"Starbucks Ham Cheese Panini Vanilla Frappuccino Order #57569",Food & Dining
"Panera Bread Bagel Cream Cheese #INV-32881",Food & Dining
"Lincoln Property Co Building Maintenance Fee Tenant Utility Submeter Charge Residential Suite Lease Payment Order #9450",Real Estate & Rent
"AutoZone Duralast 12V Automotive Battery Ref#70466",Maintenance & Repairs
"PwC PricewaterhouseCoopers Risk Assurance Advisory Retainer Regulatory Compliance Audit ₹86465,000",Professional & Legal Services
"Verizon LTE Mobile Hotspot Data Plan Total: $9233.00",Utilities & Bills
"Lincoln Property Co Building Maintenance Fee Txn ID: 47350",Real Estate & Rent
"PwC PricewaterhouseCoopers Transaction Tax Structuring Services Risk Assurance Advisory Retainer Ref#32175",Professional & Legal Services
"Starbucks Espresso Roast Cold Brew Coffee Avocado Toast Total: $77933.00",Food & Dining
"JPMorgan Chase Bank Wire Transfer International Fee Commercial Overdraft Protection Charge Monthly Checking Account Service Fee Total: $32647.00",Insurance & Financial Fees
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Receipt #26230",Telecommunications & Internet
"JPMorgan Chase Bank Monthly Checking Account Service Fee Txn ID: 63924",Insurance & Financial Fees
"AT&T Digital Landline Phone Service Account Business Unlimited Mobile Wireless Line Qty: 80272",Utilities & Bills
"Target Five Star 3 Subject Notebook Avery Printable Mailing Labels Sharpie Permanent Markers Fine Point #INV-23086",Office Supplies & Equipment
"Lincoln Property Co Building Maintenance Fee Residential Suite Lease Payment #INV-74332",Real Estate & Rent
"Spectrum Commercial Cable TV Broadcast Channel Store #40989",Utilities & Bills
"Ace Hardware Stanley Measuring Tape 25 Foot ₹3133,000",Maintenance & Repairs
"JPMorgan Chase Bank Commercial Overdraft Protection Charge Monthly Checking Account Service Fee Wire Transfer International Fee Ref#50451",Insurance & Financial Fees
"Sentry Session Replay Monitoring Qty: 62827",Software & Cloud Services
"Trader Joes Organic Baby Spinach Salad Mandarin Orange Chicken Frozen #INV-75781",Groceries & Supermarkets
"Live Nation Concert Merchandise Shirt Live Performance Ticket Reservation Music Festival Weekend Pass #INV-9803",Entertainment & Events
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription #INV-8416",Education & Subscriptions
"Wal-Mart Pharmacy Blood Glucose Monitoring Meter Kit #INV-80100",Healthcare & Pharmacy
"CDW Lenovo ThinkPad Docking Station Cisco Catalyst Managed Switch 24 Port Samsung 1TB NVMe M.2 SSD Total: $21300.00",Office Supplies & Equipment
"Uline Corrugated Cardboard Boxes 12x12x12 Shipping Label Tape Rolls Heavy Duty Poly Mailers Shipping Envelopes 100 Pack Order #87158",Office Supplies & Equipment
"Cracker Barrel Hashbrown Casserole Old Timer Breakfast Country Fried Steak Receipt #75467",Food & Dining
"Bank of America Corporate Credit Card Annual Fee Merchant Processing Monthly Service Fee International Transaction Fee ₹37202,000",Insurance & Financial Fees
"AutoZone Brake Pads Front Ceramic Set Duralast 12V Automotive Battery Total: $84334.00",Maintenance & Repairs
"Allstate Insurance Property Casualty Insurance Premium Commercial Liability Insurance Policy Qty: 96204",Insurance & Financial Fees
"AutoZone Brake Pads Front Ceramic Set Castrol Full Synthetic Motor Oil 5 Qt ₹36951,000",Maintenance & Repairs
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Commercial Real Estate Rent Invoice #INV-69359",Real Estate & Rent
"Target Scotch Magic Tape 3 Rolls Sharpie Permanent Markers Fine Point Five Star 3 Subject Notebook Txn ID: 16243",Office Supplies & Equipment
"Cracker Barrel Hashbrown Casserole #INV-82296",Food & Dining
"KPMG Statutory Financial Statement Audit Transfer Pricing Tax Analysis Cybersecurity Advisory Services Total: $27190.00",Professional & Legal Services
"Ahrefs Content Explorer Search Tool Qty: 11928",Marketing & Advertising
"TikTok Ads TopView Takeover Ad Campaign Total: $10628.00",Marketing & Advertising
"Coursera Professional Certificate Course Fee Qty: 56160",Education & Subscriptions
"Ace Hardware Plumbers Snake Drain Cleaner Stanley Measuring Tape 25 Foot Gorilla Heavy Duty Construction Adhesive ₹33143,000",Maintenance & Repairs
"Meta Facebook Ads Instagram Sponsored Post Campaign Audience Network Conversions #INV-64432",Marketing & Advertising
"Google Ads YouTube Video Ad Impressions Search Network Campaign Clicks Performance Max Campaign Ad Spend Total: $52758.00",Marketing & Advertising
"Docker Docker Desktop Enterprise Docker Hub Team Subscription Txn ID: 50893",Software & Cloud Services
"Kroger Supermarket Cage Free Grade A Eggs Dozen Fresh Gala Apples 3lb Bag Qty: 22331",Groceries & Supermarkets
"Costco Wholesale Rotisserie Chicken Whole Purified Drinking Water 40 Bottle Case #INV-36543",Groceries & Supermarkets
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly #INV-11807",Telecommunications & Internet
"Linear Standard Team Workspace Integrations API Access #INV-43082",Software & Cloud Services
"Greystar Real Estate Monthly Apartment Rent Payment Qty: 96935",Real Estate & Rent
"Labcorp Hemoglobin A1c Diabetes Blood Test Qty: 62601",Healthcare & Pharmacy
"Duke Energy Commercial Electric Energy Usage Bill Street Lighting Maintenance Service Industrial Power Transformer Account ₹90410,000",Utilities & Bills
"Uber UberXL Group Transport Trip Fare Downtown Total: $3890.00",Travel & Transport
"PwC PricewaterhouseCoopers Transaction Tax Structuring Services Total: $35150.00",Professional & Legal Services
"State Farm Insurance Auto Insurance Liability Policy Receipt #79693",Insurance & Financial Fees
"CVS Pharmacy Adhesive Bandages 100 Pack Neosporin Antibiotic Ointment Tube Receipt #15627",Healthcare & Pharmacy
"Kaiser Permanente Outpatient Surgical Procedure Facility Prescription Copayment Specialty Meds ₹81858,000",Healthcare & Pharmacy
"Home Depot Benjamin Moore Interior Paint 1 Gal Werner 6ft Fiberglass Stepladder Ryobi Pressure Washer 2000 PSI Order #89935",Maintenance & Repairs
"Verizon Fios 1000Mbps Fiber Internet Service Digital Home Phone Line Txn ID: 16396",Telecommunications & Internet
"Cloudflare DDoS Protection Premium Workers KV Storage Usage Txn ID: 74683",Software & Cloud Services
"American Airlines Basic Economy Roundtrip Domestic Flight Ticket Order #22505",Travel & Transport
"Chipotle Mexican Grill Chips Fresh Salsa Steak Burrito Guacamole ₹72556,000",Food & Dining
"Uline Corrugated Cardboard Boxes 12x12x12 Shipping Label Tape Rolls Heavy Duty Total: $51559.00",Office Supplies & Equipment
"TikTok Ads In-Feed Video Ad Impressions TopView Takeover Ad Campaign Order #58998",Marketing & Advertising
"Coursera Coursera for Business User License Specialization Monthly Subscription Order #64672",Education & Subscriptions
"AMC Theatres Movie Ticket Adult Evening Total: $50684.00",Entertainment & Events
"Pep Boys Front Suspension Strut Replacement Radiator Coolant Flush Service Brake Fluid Flush Service Ref#77172",Maintenance & Repairs
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Total: $25519.00",Real Estate & Rent
"AT&T Fiber Static IP Address Block Monthly Wi-Fi Gateway Equipment Rental Fee Gigabit Fiber Internet Monthly Bill Ref#23085",Telecommunications & Internet
"AMC Theatres Movie Ticket Adult Evening Large Popcorn Soda Combo Meal IMAX Cinema Ticket Pass Ref#83657",Entertainment & Events
"Uline Industrial Stretch Wrap Film #INV-49112",Office Supplies & Equipment
"Home Depot Ryobi Pressure Washer 2000 PSI Benjamin Moore Interior Paint 1 Gal Ref#15189",Maintenance & Repairs
"Consolidated Water Sewer Service Treatment Discharge Order #89430",Utilities & Bills
"Home Depot Ryobi Pressure Washer 2000 PSI ₹84638,000",Maintenance & Repairs
"Ace Hardware Gorilla Heavy Duty Construction Adhesive Stanley Measuring Tape 25 Foot Plumbers Snake Drain Cleaner ₹48044,000",Maintenance & Repairs
"Figma Professional Team Seat License FigJam Whiteboard User License Store #54639",Software & Cloud Services
"Taco Bell Doritos Locos Tacos Nachos BellGrande Bean Burrito ₹37478,000",Food & Dining
"Jiffy Lube Serpentine Belt Inspection Replacement Receipt #14072",Maintenance & Repairs
"Wal-Mart Pharmacy Generic Prescription Medication Refill Test Strips Diabetic Care 50 Count Blood Glucose Monitoring Meter Kit Qty: 43918",Healthcare & Pharmacy
"PwC PricewaterhouseCoopers Regulatory Compliance Audit Store #36949",Professional & Legal Services
"Greystar Real Estate Reserved Parking Space Lease Community Amenity Maintenance Fee Store #67421",Real Estate & Rent
"Harvard Business Review HBR Digital Subscription Annual Qty: 86357",Education & Subscriptions
"CBRE Commercial Office Space Monthly Lease Total: $75060.00",Real Estate & Rent
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Total: $49039.00",Real Estate & Rent
"Olive Garden Breadsticks Salad Soup Tour of Italy Dinner Qty: 29149",Food & Dining
"Sears Auto Center Transmission Fluid Service Flush A/C Recharge System Refrigerant Wheel Alignment 4-Wheel Precision Qty: 47008",Maintenance & Repairs
"Pep Boys Tire Rotation Wheel Alignment Service Radiator Coolant Flush Service Brake Fluid Flush Service Ref#71798",Maintenance & Repairs
"Trader Joes Cold Brew Coffee Concentrate Receipt #33659",Groceries & Supermarkets
"City Medical Clinic Primary Care Physician Consultation Order #39548",Healthcare & Pharmacy
"Discount Tire Michelin Defender All-Season Tire 4 Pack Tire Mounting Balancing Disposal Tire Pressure Sensor TPMS Replacement Txn ID: 87727",Maintenance & Repairs
"Rite Aid Hydrogen Peroxide Antiseptic Liquid Eye Drops Lubricant Redness Relief #INV-8681",Healthcare & Pharmacy
"Google Ads Performance Max Campaign Ad Spend Store #95007",Marketing & Advertising
"Ticketmaster Facility Service Processing Fee Concert Ticket Event Admission Receipt #61667",Entertainment & Events
"Greystar Real Estate Pet Rent Monthly Fee Community Amenity Maintenance Fee Reserved Parking Space Lease Order #61237",Real Estate & Rent
"Spotify Duo Subscription Student Discount Txn ID: 58927",Entertainment & Events
"T-Mobile SyncUP Fleet Vehicle Tracking Device Business Unlimited 5G Smartphone Lines ₹39090,000",Utilities & Bills
"TikTok Ads In-Feed Video Ad Impressions TopView Takeover Ad Campaign Spark Ads Creator Promotion Store #34944",Marketing & Advertising
"Safeway Supermarket Signature Select Wheat Bread Boneless Skinless Chicken Breast Sparkling Water 12 Pack Cans Store #96388",Groceries & Supermarkets
"Rocket Lawyer Legal Document Template Access Total: $97389.00",Professional & Legal Services
"PlayStation Network PS Plus Extra 12-Month Membership #INV-11609",Entertainment & Events
"Best Buy High Speed HDMI 2.1 Cable 6ft Ref#20307",Office Supplies & Equipment
"JPMorgan Chase Bank Wire Transfer International Fee Monthly Checking Account Service Fee Total: $42439.00",Insurance & Financial Fees
"Spectrum Business Internet Ultra 600Mbps Connection Business Voice Landline Phone Service Commercial Cable TV Broadcast Channel ₹64634,000",Utilities & Bills
"Labcorp Hemoglobin A1c Diabetes Blood Test Vitamin D 25-Hydroxy Lab Assessment Store #69728",Healthcare & Pharmacy
"Vercel Web Analytics Plus Ref#46878",Software & Cloud Services
"Greystar Real Estate Pet Rent Monthly Fee Reserved Parking Space Lease Community Amenity Maintenance Fee Receipt #25094",Real Estate & Rent
"Spectrum Business Voice Landline Phone Service Total: $69841.00",Utilities & Bills
"Comcast Business VoIP Business Voice Lines 5 Seats Business Internet 1 Gig Line Static IP Address Subnet Total: $2275.00",Telecommunications & Internet
"CDW Samsung 1TB NVMe M.2 SSD Total: $6010.00",Office Supplies & Equipment
"Lincoln Property Co Tenant Utility Submeter Charge Building Maintenance Fee Residential Suite Lease Payment #INV-86831",Real Estate & Rent
"Adobe Creative Cloud All Apps Individual License Stock Photos Credit Pack Total: $73748.00",Software & Cloud Services
"T-Mobile Business Unlimited 5G Smartphone Lines Qty: 37561",Utilities & Bills
"Home Depot Werner 6ft Fiberglass Stepladder Ryobi Pressure Washer 2000 PSI Benjamin Moore Interior Paint 1 Gal Receipt #24114",Maintenance & Repairs
"Allstate Insurance Commercial Liability Insurance Policy Property Casualty Insurance Premium Qty: 22218",Insurance & Financial Fees
"Safeway Supermarket Sparkling Water 12 Pack Cans Boneless Skinless Chicken Breast Fresh Strawberries 1lb Package Store #55235",Groceries & Supermarkets
"Trader Joes Everything Bagel Sesame Seasoning Txn ID: 34968",Groceries & Supermarkets
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Total: $29736.00",Telecommunications & Internet
"Shell Gas Station Gasoline Pump Fill Unleaded 87 Fueling V-Power Premium Diesel ₹17367,000",Travel & Transport
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Receipt #91058",Real Estate & Rent
"Taco Bell Crunchy Taco Supreme Doritos Locos Tacos Cheesy Gordita Crunch Store #6440",Food & Dining
"Rite Aid Flonase Allergy Relief Nasal Spray Heating Pad Electric Muscle Relief Order #14818",Healthcare & Pharmacy
"CVS Pharmacy Prescription Medication Rx Refill Advil Ibuprofen 200mg Pain Reliever Receipt #39159",Healthcare & Pharmacy
"American Airlines Basic Economy Roundtrip Preferred Seat Selection Domestic Flight Ticket Qty: 89046",Travel & Transport
"KPMG Cybersecurity Advisory Services Txn ID: 95561",Professional & Legal Services
"Cheesecake Factory Glazed Salmon Dinner Original Cheesecake Total: $79659.00",Food & Dining
"Walgreens First Aid Kit Emergency Supplies Omron Upper Arm Blood Pressure Monitor Nature Made Multivitamin Softgels Total: $1306.00",Healthcare & Pharmacy
"ExxonMobil Synergy Extra Gasoline Diesel Fuel Pump Fill #INV-29137",Travel & Transport
"Verizon 5G Business Unlimited Smartphone Plan LTE Mobile Hotspot Data Plan Total: $68509.00",Utilities & Bills
"Target Five Star 3 Subject Notebook Avery Printable Mailing Labels Scotch Magic Tape 3 Rolls ₹27291,000",Office Supplies & Equipment
"Rite Aid Heating Pad Electric Muscle Relief Hydrogen Peroxide Antiseptic Liquid Flonase Allergy Relief Nasal Spray Store #28845",Healthcare & Pharmacy
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Retail Space Lease Payment Total: $13548.00",Real Estate & Rent
"Meta Facebook Ads Meta Pixel Retargeting Ads #INV-27186",Marketing & Advertising
"CenturyLink Lumen SIP Trunking Voice Channel #INV-88946",Telecommunications & Internet
"Sears Auto Center A/C Recharge System Refrigerant Total: $13280.00",Maintenance & Repairs
"Coursera Professional Certificate Course Fee Specialization Monthly Subscription Ref#88665",Education & Subscriptions
"Allstate Insurance Commercial Liability Insurance Policy Total: $70786.00",Insurance & Financial Fees
"State Farm Insurance Homeowners Policy Premium Invoice Ref#52303",Insurance & Financial Fees
"DocuSign Business Pro eSignature Plan Identity Verification API Access Receipt #39107",Professional & Legal Services
"AutoZone Brake Pads Front Ceramic Set Receipt #32428",Maintenance & Repairs
"CBRE Commercial Common Area Maintenance CAM Fee Office Space Monthly Lease Commercial Property Management Charge ₹98217,000",Real Estate & Rent
"Staples HP Black Toner Cartridge Laserjet Qty: 64273",Office Supplies & Equipment
"Linear Standard Team Workspace Enterprise Product Management Total: $87915.00",Software & Cloud Services
"Semrush Keyword Rank Tracking Subscription ₹35295,000",Marketing & Advertising
"Enterprise Rent-A-Car Damage Waiver Insurance Total: $1176.00",Travel & Transport
"Adobe Creative Cloud Photoshop Illustrator Acrobat Pro Stock Photos Credit Pack Order #97119",Software & Cloud Services
"LinkedIn Learning Monthly Unlimited Learning Access Enterprise Skill Training Subscription Txn ID: 91592",Education & Subscriptions
"Comcast Business Static IP Address Subnet Txn ID: 48006",Telecommunications & Internet
"Five Guys Vanilla Milkshake Cajun Fries Large Kosher Hot Dog Store #57920",Food & Dining
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Commercial Real Estate Rent Invoice Total: $52734.00",Real Estate & Rent
"HubSpot Sales CRM Enterprise Subscription Marketing Hub Professional Tier CMS Hub Web Hosting Tools Order #5409",Marketing & Advertising
"State Farm Insurance Homeowners Policy Premium Invoice Auto Insurance Liability Policy Personal Umbrella Policy Premium #INV-89500",Insurance & Financial Fees
"Avis Car Rental Airport Pickup Dropoff Loss Damage Protection Total: $14825.00",Travel & Transport
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Ref#14426",Telecommunications & Internet
"Zoom Video Communications Zoom Webinars 500 Attendees Pro Host Meeting License Zoom Phone Domestic Unlimited Total: $51710.00",Software & Cloud Services
"Olive Garden Tiramisu Slice Chicken Parmigiana Chicken Alfredo Fettuccine ₹12757,000",Food & Dining
"Mailchimp Standard Email Marketing Plan Store #5512",Marketing & Advertising
"Rite Aid Eye Drops Lubricant Redness Relief Receipt #6258",Healthcare & Pharmacy
"Budget Car Rental Roadside Assistance Protection Compact Car Daily Lease GPS Device Rental Receipt #53989",Travel & Transport
